L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
517,1322,23,4,11,13457,0,0,N,O,1997-06-20,1997-06-01,1997-06-27,NONE,REG AIR,ly throughout the fu
517,234,89,5,23,26087,0,0,N,O,1997-04-19,1997-05-07,1997-05-12,COLLECT COD,RAIL," kindle. furiously bold requests mus"
518,1648,49,1,30,46489,0,0,N,O,1998-02-18,1998-03-27,1998-03-16,COLLECT COD,TRUCK,slyly by the packages. carefull
518,832,32,2,23,39855,0,0,N,O,1998-02-20,1998-05-05,1998-03-11,COLLECT COD,TRUCK," special requests. fluffily ironic re"
518,1332,9,3,12,14800,0,0,N,O,1998-03-08,1998-03-31,1998-04-06,NONE,AIR," packages thrash slyly"
518,1220,21,4,46,51576,0,0,N,O,1998-04-07,1998-04-17,1998-04-29,NONE,MAIL,. blithely even ideas cajole furiously. b
518,701,2,5,16,25627,0,0,N,O,1998-03-15,1998-03-24,1998-04-08,NONE,MAIL,use quickly expre
518,1964,53,6,39,72772,0,0,N,O,1998-02-26,1998-03-17,1998-03-21,DELIVER IN PERSON,FOB," the bold, special deposits are carefully "
518,1860,4,7,48,84569,0,0,N,O,1998-03-06,1998-04-22,1998-03-14,NONE,FOB," slyly final platelets; quickly even deposi"
519,1590,71,1,1,1492,0,0,N,O,1997-12-01,1998-01-26,1997-12-23,COLLECT COD,REG AIR,bold requests believe furiou
519,30,31,2,38,35341,0,0,N,O,1998-02-19,1997-12-15,1998-03-19,DELIVER IN PERSON,FOB,"gular excuses detect quickly furiously "
519,1059,30,3,19,18241,0,0,N,O,1998-01-09,1998-01-03,1998-02-06,COLLECT COD,AIR,asymptotes. p
519,463,51,4,27,36813,0,0,N,O,1997-11-20,1997-12-06,1997-12-16,DELIVER IN PERSON,REG AIR,"le. even, final dependencies"
519,91,42,5,13,12884,0,0,N,O,1998-02-06,1997-12-02,1998-03-03,TAKE BACK RETURN,TRUCK,c accounts wake along the ironic so
519,1510,91,6,3,4235,0,0,N,O,1998-02-01,1998-01-25,1998-02-27,TAKE BACK RETURN,FOB,erve blithely blithely ironic asymp
545,1696,97,1,4,6391,0,0,N,O,1996-02-23,1995-12-16,1996-03-21,DELIVER IN PERSON,FOB,", ironic grouches cajole over"
545,1702,87,2,18,28867,0,0,N,O,1996-02-21,1996-01-17,1996-02-26,NONE,RAIL,"al, final packages affix. even a"
546,846,46,1,16,27949,0,0,N,O,1997-02-04,1996-12-30,1997-02-25,DELIVER IN PERSON,TRUCK,de of the orbits. sometimes regula
547,708,73,1,44,70783,0,0,N,O,1996-10-18,1996-08-17,1996-10-27,TAKE BACK RETURN,FOB,thely express dependencies. qu
547,1364,41,2,48,60737,0,0,N,O,1996-10-21,1996-08-04,1996-11-20,COLLECT COD,SHIP,thely specia
547,1814,1,3,3,5147,0,0,N,O,1996-09-04,1996-08-01,1996-09-21,COLLECT COD,SHIP,pinto beans. ironi
576,865,32,1,2,3532,0,0,N,O,1997-05-15,1997-06-30,1997-05-28,NONE,RAIL,ccounts along the ac
576,331,88,2,6,7388,0,0,N,O,1997-05-15,1997-07-26,1997-06-03,DELIVER IN PERSON,TRUCK,al deposits. slyly even sauternes a
576,366,95,3,6,7598,0,0,N,O,1997-08-28,1997-06-16,1997-09-25,DELIVER IN PERSON,FOB,"ts. ironic multipliers "
576,1377,54,4,5,6392,0,0,N,O,1997-06-11,1997-06-17,1997-07-05,NONE,REG AIR,l foxes boost slyly. accounts af
578,1556,57,1,40,58302,0,0,N,O,1997-02-10,1997-03-18,1997-02-11,NONE,SHIP,usly even platel
578,1871,58,2,23,40776,0,0,N,O,1997-03-06,1997-03-03,1997-03-20,TAKE BACK RETURN,FOB,nstructions. ironic deposits
579,1507,88,1,9,12677,0,0,N,O,1998-06-20,1998-04-28,1998-07-19,DELIVER IN PERSON,RAIL,"e ironic, express deposits are furiously"
579,322,79,2,39,47670,0,0,N,O,1998-06-21,1998-06-03,1998-06-26,COLLECT COD,REG AIR,ncies. furiously final r
579,591,52,3,6,8950,0,0,N,O,1998-04-24,1998-05-03,1998-05-08,TAKE BACK RETURN,TRUCK,ickly final requests-- bold accou
579,62,88,4,41,39444,0,0,N,O,1998-05-28,1998-05-01,1998-06-04,COLLECT COD,REG AIR,"bold, express requests sublate slyly. blith"
579,127,54,5,28,28759,0,0,N,O,1998-07-10,1998-05-24,1998-07-19,NONE,RAIL,ic ideas until th
579,1668,10,6,5,7848,0,0,N,O,1998-05-02,1998-04-25,1998-05-05,COLLECT COD,REG AIR,refully silent ideas cajole furious
580,850,50,1,33,57778,0,0,N,O,1997-10-11,1997-09-19,1997-10-16,TAKE BACK RETURN,FOB,"y express theodolites cajole carefully "
580,1734,35,2,31,50708,0,0,N,O,1997-10-04,1997-09-08,1997-10-15,COLLECT COD,FOB,ose alongside of the sl
580,1845,89,3,19,33190,0,0,N,O,1997-07-23,1997-09-21,1997-08-15,NONE,FOB,mong the special packag
581,634,97,1,41,62920,0,0,N,O,1997-05-26,1997-04-06,1997-06-10,TAKE BACK RETURN,MAIL,nts. quickly
581,926,61,2,14,25577,0,0,N,O,1997-05-17,1997-04-14,1997-06-08,NONE,MAIL,. deposits s
581,1002,73,3,49,44247,0,0,N,O,1997-02-27,1997-04-24,1997-03-10,TAKE BACK RETURN,MAIL,. slyly regular pinto beans acr
581,750,15,4,30,49523,0,0,N,O,1997-06-19,1997-05-21,1997-06-22,TAKE BACK RETURN,TRUCK," regular ideas grow furio"
582,565,56,1,7,10259,0,0,N,O,1997-11-16,1997-11-29,1997-12-10,TAKE BACK RETURN,FOB,ithely unusual t
582,503,4,2,49,68772,0,0,N,O,1997-12-17,1998-01-12,1997-12-31,COLLECT COD,REG AIR,nts according to the furiously regular pin
582,1404,83,3,42,54827,0,0,N,O,1997-11-15,1997-12-21,1997-12-03,COLLECT COD,SHIP,iously beside the silent de
582,1678,79,4,36,56868,0,0,N,O,1997-12-09,1997-11-27,1997-12-26,TAKE BACK RETURN,SHIP,"lar requests. quickly "
583,1444,45,1,1,1345,0,0,N,O,1997-06-17,1997-04-29,1997-06-28,NONE,TRUCK," regular, regular ideas. even, bra"
583,1197,34,2,47,51615,0,0,N,O,1997-07-14,1997-05-12,1997-08-11,DELIVER IN PERSON,AIR,nts are fluffily. furiously even re
583,1295,33,3,34,40674,0,0,N,O,1997-05-11,1997-04-24,1997-06-03,DELIVER IN PERSON,MAIL,express req
583,1413,31,4,33,43376,0,0,N,O,1997-05-28,1997-04-25,1997-06-24,NONE,AIR,kages cajole slyly across the
583,1886,16,5,13,23242,0,0,N,O,1997-06-23,1997-05-29,1997-07-08,COLLECT COD,TRUCK,y sly theodolites. ironi
608,1536,57,1,19,27313,0,0,N,O,1996-04-19,1996-05-02,1996-05-03,DELIVER IN PERSON,RAIL,ideas. the
608,1974,63,2,40,75039,0,0,N,O,1996-05-21,1996-04-11,1996-06-02,NONE,AIR," alongside of the regular tithes. sly"
647,164,91,1,41,43631,0,0,N,O,1997-11-19,1997-09-24,1997-12-15,COLLECT COD,REG AIR,r instructions. quickly unusu
647,1122,95,2,5,5116,0,0,N,O,1997-09-25,1997-09-22,1997-10-25,TAKE BACK RETURN,AIR,ly express packages haggle caref
647,1529,10,3,15,21458,0,0,N,O,1997-09-23,1997-10-09,1997-10-21,NONE,MAIL,"ve the even, bold foxes sleep "
675,1565,86,1,1,1467,0,0,N,O,1997-11-27,1997-09-30,1997-12-12,DELIVER IN PERSON,REG AIR,ide of the slyly regular packages. unus
675,1367,82,2,35,44393,0,0,N,O,1997-08-19,1997-10-16,1997-09-17,DELIVER IN PERSON,REG AIR,s. furiously expre
675,1759,2,3,34,56466,0,0,N,O,1997-11-17,1997-10-07,1997-11-27,NONE,FOB,"y final accounts unwind around the "
675,993,96,4,15,28410,0,0,N,O,1997-10-18,1997-09-28,1997-11-13,COLLECT COD,TRUCK,posits after the furio
675,47,73,5,46,43564,0,0,N,O,1997-09-18,1997-10-14,1997-10-01,DELIVER IN PERSON,AIR," deposits along the express foxes "
676,510,1,1,9,12695,0,0,N,O,1997-04-03,1997-02-02,1997-04-08,COLLECT COD,REG AIR,aintain sl
676,777,74,2,20,33555,0,0,N,O,1997-02-02,1997-02-01,1997-02-11,NONE,REG AIR,"riously around the blithely "
676,1624,25,3,35,53397,0,0,N,O,1996-12-30,1997-01-13,1997-01-19,DELIVER IN PERSON,RAIL,into beans. blithe
676,729,26,4,24,39113,0,0,N,O,1997-02-05,1997-01-16,1997-03-07,TAKE BACK RETURN,TRUCK,"ress, regular dep"
676,1652,76,5,31,48163,0,0,N,O,1997-02-06,1997-02-28,1997-03-08,COLLECT COD,TRUCK,ial deposits cajo
676,760,61,6,33,54805,0,0,N,O,1997-03-02,1997-02-22,1997-03-19,TAKE BACK RETURN,TRUCK,as wake slyly furiously close pinto b
676,1422,1,7,11,14558,0,0,N,O,1997-03-09,1997-03-06,1997-03-31,TAKE BACK RETURN,MAIL,he final acco
704,1900,1,1,40,72076,0,0,N,O,1997-01-30,1997-01-10,1997-02-20,COLLECT COD,AIR,ggle quickly. r
704,39,40,2,14,13146,0,0,N,O,1997-02-02,1996-12-26,1997-02-19,DELIVER IN PERSON,REG AIR,ve the quickly final forges. furiously p
705,1884,28,1,46,82150,0,0,N,O,1997-04-18,1997-05-06,1997-05-05,DELIVER IN PERSON,SHIP,ss deposits. ironic packa
705,1163,72,2,35,37246,0,0,N,O,1997-03-25,1997-03-20,1997-04-23,TAKE BACK RETURN,FOB,carefully ironic accounts
708,1239,51,1,3,3421,0,0,N,O,1998-10-09,1998-09-22,1998-11-07,COLLECT COD,FOB,"e slyly pending foxes. "
708,1792,93,2,19,32182,0,0,N,O,1998-10-28,1998-09-23,1998-11-25,COLLECT COD,SHIP," requests. even, thin ideas"
708,1213,25,3,33,36769,0,0,N,O,1998-09-10,1998-09-20,1998-09-22,COLLECT COD,RAIL,s boost carefully ruthless theodolites. f
708,552,53,4,5,7263,0,0,N,O,1998-07-22,1998-08-15,1998-07-28,TAKE BACK RETURN,REG AIR,c pinto beans nag after the account
708,1425,43,5,36,47751,0,0,N,O,1998-07-16,1998-09-04,1998-08-11,NONE,SHIP,"ests. even, regular hockey p"
708,224,6,6,7,7870,0,0,N,O,1998-08-16,1998-08-15,1998-09-10,COLLECT COD,REG AIR,lly express ac
709,863,30,1,7,12347,0,0,N,O,1998-06-14,1998-06-08,1998-06-18,TAKE BACK RETURN,RAIL," special orbits cajole "
709,1973,18,2,15,28125,0,0,N,O,1998-07-10,1998-06-26,1998-08-09,NONE,RAIL,ily regular deposits. sauternes was accor
709,1685,27,3,10,15867,0,0,N,O,1998-06-04,1998-06-30,1998-06-11,NONE,REG AIR,"ts cajole boldly "
709,1073,74,4,40,38963,0,0,N,O,1998-08-12,1998-06-20,1998-08-20,DELIVER IN PERSON,RAIL,ggle fluffily carefully ironic
736,1574,75,1,46,67876,0,0,N,O,1998-07-16,1998-09-01,1998-08-09,NONE,AIR,uctions cajole
736,795,96,2,23,39003,0,0,N,O,1998-10-08,1998-08-27,1998-10-19,TAKE BACK RETURN,AIR,k accounts are carefully
736,567,58,3,13,19078,0,0,N,O,1998-08-16,1998-07-26,1998-08-19,DELIVER IN PERSON,FOB,"st furiously among the "
736,979,82,4,14,26320,0,0,N,O,1998-10-04,1998-08-14,1998-10-16,COLLECT COD,REG AIR,nstructions.
736,1681,64,5,32,50646,0,0,N,O,1998-07-30,1998-08-22,1998-08-12,DELIVER IN PERSON,RAIL,iously final accoun
739,845,79,1,28,48884,0,0,N,O,1998-06-03,1998-08-04,1998-06-29,TAKE BACK RETURN,RAIL,elets about the pe
739,36,62,2,50,46802,0,0,N,O,1998-08-26,1998-07-16,1998-09-02,COLLECT COD,MAIL,ndencies. blith
739,488,47,3,12,16662,0,0,N,O,1998-08-20,1998-07-24,1998-08-22,NONE,MAIL,le slyly along the close i
739,435,23,4,47,62765,0,0,N,O,1998-08-12,1998-07-09,1998-08-28,NONE,REG AIR,deas according to the theodolites sn
739,1876,6,5,30,53336,0,0,N,O,1998-06-19,1998-08-26,1998-07-02,DELIVER IN PERSON,REG AIR,above the even deposits. ironic requests
741,1865,52,1,25,44172,0,0,N,O,1998-07-15,1998-08-27,1998-08-12,DELIVER IN PERSON,MAIL,accounts. blithely bold pa
741,904,73,2,22,39708,0,0,N,O,1998-09-07,1998-09-28,1998-09-12,COLLECT COD,AIR,"ven deposits about the regular, ironi"
743,1915,4,1,21,38155,0,0,N,O,1996-10-26,1996-11-05,1996-11-11,COLLECT COD,MAIL,d requests. packages afte
768,1959,60,1,39,72577,0,0,N,O,1996-09-25,1996-10-27,1996-10-20,NONE,SHIP,out the ironic
768,179,80,2,2,2158,0,0,N,O,1996-11-13,1996-10-03,1996-11-25,DELIVER IN PERSON,SHIP,ular courts. slyly dogged accou
768,60,11,3,30,28802,0,0,N,O,1996-09-22,1996-11-03,1996-10-13,NONE,MAIL," furiously fluffy pinto beans haggle along"
768,245,27,4,37,42374,0,0,N,O,1996-10-02,1996-09-23,1996-10-14,TAKE BACK RETURN,REG AIR,ending requests across the quickly
768,465,24,5,47,64177,0,0,N,O,1996-11-28,1996-10-30,1996-12-12,NONE,TRUCK,foxes. slyly ironic deposits a
768,1117,90,6,43,43779,0,0,N,O,1996-09-22,1996-11-03,1996-10-22,TAKE BACK RETURN,AIR,sual ideas wake quickly
768,481,82,7,33,45589,0,0,N,O,1996-09-06,1996-09-29,1996-10-01,COLLECT COD,RAIL,sly ironic instructions. excuses can hagg
770,1802,46,1,39,66448,0,0,N,O,1998-07-19,1998-08-09,1998-08-04,NONE,REG AIR,"osits. foxes cajole "
770,533,64,2,25,35838,0,0,N,O,1998-05-26,1998-07-23,1998-06-04,TAKE BACK RETURN,AIR," deposits dazzle fluffily alongside of "
774,161,14,2,3,3183,0,0,N,O,1996-02-13,1996-01-14,1996-03-04,COLLECT COD,FOB," slyly even courts nag blith"
774,1479,97,3,34,46936,0,0,N,O,1996-03-16,1996-01-03,1996-03-22,COLLECT COD,FOB,lar excuses are furiously final instr
774,150,51,4,8,8401,0,0,N,O,1996-01-24,1996-01-15,1996-02-13,COLLECT COD,RAIL,ully ironic requests c
774,1762,89,5,44,73205,0,0,N,O,1996-02-29,1996-01-16,1996-03-06,NONE,REG AIR,s according to the deposits unwind ca
800,719,84,1,38,61549,0,0,N,O,1998-07-21,1998-09-25,1998-08-07,TAKE BACK RETURN,TRUCK,"according to the bold, final dependencies "
800,843,77,2,21,36621,0,0,N,O,1998-07-23,1998-10-01,1998-08-20,TAKE BACK RETURN,RAIL,ckly even requests after the carefully r
800,1751,36,3,26,42972,0,0,N,O,1998-07-23,1998-10-08,1998-07-25,DELIVER IN PERSON,FOB,bove the pending requests.
803,535,96,1,8,11484,0,0,N,O,1997-08-04,1997-06-19,1997-08-12,NONE,SHIP,ronic theodo
803,988,89,2,21,39669,0,0,N,O,1997-08-25,1997-06-30,1997-09-10,TAKE BACK RETURN,AIR,ironic packages cajole slyly. un
806,1048,54,1,1,949,0,0,N,O,1996-07-14,1996-09-12,1996-07-25,COLLECT COD,RAIL,"ar accounts? pending, pending foxes a"
806,1598,79,2,22,32991,0,0,N,O,1996-10-03,1996-08-11,1996-10-20,DELIVER IN PERSON,REG AIR,"fily pending "
806,904,39,3,4,7220,0,0,N,O,1996-08-09,1996-09-18,1996-08-13,COLLECT COD,TRUCK,"eans. quickly ironic ideas "
836,1880,10,1,6,10691,0,0,N,O,1996-12-09,1997-01-31,1996-12-29,COLLECT COD,TRUCK,fully bold theodolites are daringly across
836,836,36,2,18,31263,0,0,N,O,1997-02-27,1997-02-11,1997-03-22,NONE,REG AIR,y pending packages use alon
836,1407,47,3,46,60186,0,0,N,O,1997-03-21,1997-02-06,1997-04-05,NONE,REG AIR,boldly final pinto beans haggle furiously
838,1338,77,1,20,24787,0,0,N,O,1998-04-11,1998-03-25,1998-04-19,COLLECT COD,TRUCK," furiously final ideas. slow, bold "
838,283,84,2,27,31949,0,0,N,O,1998-02-15,1998-04-03,1998-02-20,DELIVER IN PERSON,SHIP," pending pinto beans haggle about t"
838,948,83,3,23,42526,0,0,N,O,1998-03-26,1998-04-17,1998-04-02,COLLECT COD,AIR,ets haggle furiously furiously regular r
838,432,33,4,18,23984,0,0,N,O,1998-03-28,1998-04-06,1998-03-31,TAKE BACK RETURN,AIR,hely unusual foxes. furio
864,1297,35,1,34,40742,0,0,N,O,1997-12-16,1997-10-23,1998-01-12,TAKE BACK RETURN,SHIP,gside of the furiously special
864,980,49,2,7,13167,0,0,N,O,1997-11-13,1997-10-07,1997-12-13,TAKE BACK RETURN,MAIL,"ven requests should sleep along "
864,794,27,3,34,57623,0,0,N,O,1997-09-14,1997-11-04,1997-09-21,TAKE BACK RETURN,REG AIR,"to the furiously ironic platelets! "
869,623,55,1,27,41138,0,0,N,O,1997-01-30,1997-02-17,1997-02-26,TAKE BACK RETURN,TRUCK,"uffily even excuses? slyly even deposits "
869,461,91,2,36,49013,0,0,N,O,1997-05-03,1997-03-17,1997-05-24,NONE,RAIL,ong the furiously bold instructi
871,964,65,1,48,89518,0,0,N,O,1996-02-25,1996-02-09,1996-03-18,NONE,AIR,coys dazzle slyly slow notornis. f
871,1080,86,3,13,12754,0,0,N,O,1996-01-25,1996-01-24,1996-02-03,NONE,REG AIR," haggle furiou"
871,1425,43,6,26,34487,0,0,N,O,1996-02-07,1996-01-05,1996-02-25,COLLECT COD,AIR,"symptotes use quickly near the "
871,1734,19,7,4,6543,0,0,N,O,1996-03-09,1996-01-20,1996-03-26,COLLECT COD,FOB,"l, regular dependencies w"
899,601,33,1,18,27029,0,0,N,O,1998-08-06,1998-05-09,1998-09-05,DELIVER IN PERSON,AIR,"re daring, pending deposits. blit"
899,461,91,2,25,34037,0,0,N,O,1998-07-21,1998-05-12,1998-08-16,NONE,REG AIR,"rly final sentiments. bold pinto beans "
899,850,50,3,4,7003,0,0,N,O,1998-06-02,1998-06-28,1998-06-14,TAKE BACK RETURN,REG AIR,ter the carefully regular deposits are agai
899,1798,83,4,14,23797,0,0,N,O,1998-05-21,1998-05-28,1998-06-03,TAKE BACK RETURN,FOB,ades impress carefully
899,708,73,5,4,6435,0,0,N,O,1998-04-11,1998-05-14,1998-04-27,NONE,TRUCK,"ges. blithe, ironic waters cajole care"
899,1191,28,6,47,51333,0,0,N,O,1998-04-14,1998-05-30,1998-05-13,DELIVER IN PERSON,TRUCK,furiously final foxes after the s
899,135,88,7,11,11386,0,0,N,O,1998-06-03,1998-06-15,1998-06-20,COLLECT COD,REG AIR,t the ironic
901,212,40,1,36,40040,0,0,N,O,1998-08-11,1998-10-09,1998-08-27,DELIVER IN PERSON,REG AIR,. accounts are care
901,453,54,2,2,2707,0,0,N,O,1998-10-25,1998-09-27,1998-11-01,DELIVER IN PERSON,AIR,d foxes use slyly
901,427,57,3,37,49115,0,0,N,O,1998-11-01,1998-09-13,1998-11-05,NONE,AIR,"ickly final deposits "
901,178,79,4,11,11860,0,0,N,O,1998-11-13,1998-10-19,1998-11-14,TAKE BACK RETURN,TRUCK,ourts among the quickly expre
932,438,68,1,41,54876,0,0,N,O,1997-06-05,1997-07-22,1997-06-26,COLLECT COD,RAIL,foxes. ironic pl
934,1179,52,1,18,19443,0,0,N,O,1996-09-10,1996-09-20,1996-09-25,COLLECT COD,RAIL,y unusual requests dazzle above t
935,275,3,1,23,27031,0,0,N,O,1997-11-11,1997-11-22,1997-11-29,COLLECT COD,REG AIR,ular accounts about
935,646,40,2,23,35573,0,0,N,O,1998-01-11,1997-11-25,1998-02-05,COLLECT COD,TRUCK,hes haggle furiously dolphins. qu
935,1341,80,3,36,44724,0,0,N,O,1997-11-05,1997-12-05,1997-11-25,TAKE BACK RETURN,AIR,leep about the exp
935,572,33,4,13,19143,0,0,N,O,1998-01-13,1997-11-30,1998-02-08,DELIVER IN PERSON,TRUCK,ld platelet
935,122,49,5,8,8177,0,0,N,O,1998-01-12,1997-11-02,1998-02-05,NONE,TRUCK,cept the quickly regular p
935,583,74,6,1,1484,0,0,N,O,1997-12-14,1997-11-22,1998-01-08,DELIVER IN PERSON,TRUCK," instructions. ironic acc"
966,1794,21,1,19,32220,0,0,N,O,1998-05-26,1998-07-15,1998-05-29,COLLECT COD,FOB,"efully final pinto beans. quickly "
966,1166,39,2,42,44821,0,0,N,O,1998-06-28,1998-06-20,1998-07-05,NONE,TRUCK,tions boost furiously car
966,213,68,3,42,46755,0,0,N,O,1998-06-15,1998-06-08,1998-07-05,NONE,RAIL,sly ironic asymptotes hagg
966,42,18,4,20,18841,0,0,N,O,1998-07-19,1998-07-15,1998-07-27,NONE,TRUCK,pecial ins
992,600,91,1,14,21008,0,0,N,O,1998-01-29,1997-12-29,1998-02-18,TAKE BACK RETURN,MAIL,"the unusual, even dependencies affix fluff"
992,380,81,2,34,43533,0,0,N,O,1997-11-29,1998-01-21,1997-11-30,NONE,RAIL,s use silently. blithely regular ideas b
992,1048,49,3,30,28471,0,0,N,O,1997-12-15,1998-02-02,1998-01-12,NONE,SHIP,nic instructions n
992,473,3,4,21,28843,0,0,N,O,1997-11-13,1997-12-28,1997-12-10,NONE,TRUCK,fily. quickly special deposit
992,911,46,5,7,12683,0,0,N,O,1997-11-30,1997-12-24,1997-12-16,DELIVER IN PERSON,TRUCK,ideas haggle. special theodolit
992,742,39,6,41,67352,0,0,N,O,1997-11-14,1998-02-04,1997-11-23,TAKE BACK RETURN,AIR,eodolites cajole across the accounts.
993,1745,88,1,33,54342,0,0,N,O,1996-01-03,1995-11-28,1996-01-23,DELIVER IN PERSON,AIR," the deposits affix agains"
996,1724,9,1,43,69906,0,0,N,O,1998-03-27,1998-03-25,1998-04-06,COLLECT COD,SHIP," the blithely ironic foxes. slyly silent d"
997,1627,28,1,11,16815,0,0,N,O,1997-06-16,1997-07-21,1997-07-14,DELIVER IN PERSON,TRUCK,p furiously according to t
997,475,76,2,17,23383,0,0,N,O,1997-07-28,1997-07-26,1997-08-20,DELIVER IN PERSON,SHIP,aggle quickly furiously
1024,1981,70,1,49,92266,0,0,N,O,1998-03-06,1998-01-26,1998-03-29,TAKE BACK RETURN,FOB,ts. asymptotes nag fur
1024,1254,29,2,34,39279,0,0,N,O,1998-01-06,1998-02-05,1998-01-26,COLLECT COD,SHIP,des the slyly even
1024,436,24,3,28,37420,0,0,N,O,1998-03-04,1998-03-12,1998-03-15,TAKE BACK RETURN,TRUCK,e blithely regular pi
1024,1833,77,4,13,22553,0,0,N,O,1998-04-11,1998-02-26,1998-04-18,NONE,FOB,e slyly around the slyly special instructi
1024,209,91,5,49,54351,0,0,N,O,1998-02-27,1998-03-10,1998-03-27,COLLECT COD,FOB," carefully bold "
1026,373,58,1,36,45841,0,0,N,O,1997-06-14,1997-07-20,1997-06-23,NONE,SHIP,st the ide
1026,369,26,2,6,7616,0,0,N,O,1997-07-07,1997-08-16,1997-07-14,TAKE BACK RETURN,TRUCK,"to beans. special, regular packages hagg"
1061,1501,82,1,7,9818,0,0,N,O,1998-08-09,1998-08-12,1998-08-16,COLLECT COD,FOB,es are slyly expr
1061,1186,23,2,2,2174,0,0,N,O,1998-08-15,1998-08-05,1998-08-24,COLLECT COD,MAIL,. regular accounts impre
1061,1102,75,3,26,26081,0,0,N,O,1998-06-18,1998-07-25,1998-06-24,TAKE BACK RETURN,AIR,ave to slee
1061,1354,55,4,41,51469,0,0,N,O,1998-06-29,1998-07-02,1998-07-27,NONE,MAIL,s are. ironic theodolites cajole. dep
1061,1301,2,5,50,60115,0,0,N,O,1998-05-25,1998-07-22,1998-06-22,COLLECT COD,AIR,nding excuses are around the e
1061,1435,75,6,35,46775,0,0,N,O,1998-07-05,1998-07-07,1998-07-30,TAKE BACK RETURN,MAIL,ending requests nag careful
1062,1361,62,1,38,47970,0,0,N,O,1997-01-27,1997-03-07,1997-02-16,DELIVER IN PERSON,TRUCK,deas. pending acc
1089,1501,22,1,47,65918,0,0,N,O,1996-06-26,1996-06-25,1996-07-11,NONE,TRUCK,aggle furiously among the bravely eve
1089,500,30,2,35,49018,0,0,N,O,1996-08-14,1996-07-10,1996-08-26,NONE,TRUCK,ly express deposits haggle
1089,252,53,3,23,26502,0,0,N,O,1996-06-24,1996-07-25,1996-07-20,DELIVER IN PERSON,AIR,g dolphins. deposits integrate. s
1089,1405,23,4,1,1306,0,0,N,O,1996-07-08,1996-07-07,1996-07-17,COLLECT COD,RAIL,n courts among the caref
1090,216,17,1,5,5581,0,0,N,O,1998-02-19,1997-12-25,1998-02-24,DELIVER IN PERSON,AIR,"s above the "
1090,1125,98,2,28,28731,0,0,N,O,1998-02-20,1998-01-03,1998-03-19,NONE,FOB,s cajole above the regular
1091,373,74,1,40,50935,0,0,N,O,1996-12-17,1996-10-14,1996-12-24,TAKE BACK RETURN,REG AIR,platelets. regular packag
1093,870,37,1,7,12396,0,0,N,O,1997-11-24,1997-09-23,1997-11-25,TAKE BACK RETURN,SHIP,bold deposits. blithely ironic depos
1093,1763,90,2,37,61596,0,0,N,O,1997-11-06,1997-10-08,1997-11-22,COLLECT COD,FOB,le furiously across the carefully sp
1093,605,6,3,34,51190,0,0,N,O,1997-11-07,1997-09-06,1997-11-28,TAKE BACK RETURN,REG AIR,sits. express accounts play carefully. bol
1094,1145,46,1,9,9415,0,0,N,O,1997-12-28,1998-03-16,1998-01-18,DELIVER IN PERSON,AIR,as. slyly pe
1120,1780,23,1,10,16818,0,0,N,O,1997-12-17,1998-01-21,1997-12-23,DELIVER IN PERSON,MAIL,dependencies. blithel
1120,191,92,2,49,53468,0,0,N,O,1998-01-03,1998-02-02,1998-01-09,TAKE BACK RETURN,RAIL,heodolites. quick re
1120,755,88,3,21,34771,0,0,N,O,1998-01-11,1998-02-04,1998-01-19,COLLECT COD,REG AIR,s: fluffily even packages c
1120,457,16,4,22,29864,0,0,N,O,1997-11-15,1998-01-25,1997-12-07,TAKE BACK RETURN,REG AIR,ons. slyly silent requests sleep silent
1120,825,26,5,10,17258,0,0,N,O,1997-11-10,1998-02-01,1997-11-28,TAKE BACK RETURN,AIR,"ages haggle furiously "
1121,1678,2,1,42,66346,0,0,N,O,1997-03-05,1997-03-18,1997-03-14,DELIVER IN PERSON,SHIP,nts are slyly special packages. f
1121,1603,45,2,27,40624,0,0,N,O,1997-05-08,1997-03-28,1997-05-14,NONE,MAIL,ly ironic accounts cajole slyly abou
1121,1569,10,3,10,14706,0,0,N,O,1997-04-17,1997-03-18,1997-05-02,TAKE BACK RETURN,RAIL,dencies. quickly regular theodolites n
1121,1653,77,4,29,45085,0,0,N,O,1997-03-07,1997-04-02,1997-04-01,DELIVER IN PERSON,REG AIR," use furiously. quickly silent package"
1121,298,53,5,47,56320,0,0,N,O,1997-04-27,1997-03-28,1997-05-14,COLLECT COD,FOB,"ly idle, i"
1121,1995,96,6,50,94850,0,0,N,O,1997-04-21,1997-02-16,1997-04-25,NONE,TRUCK,odolites. slyly even accounts
1121,791,88,7,37,62596,0,0,N,O,1997-02-27,1997-03-04,1997-03-02,COLLECT COD,RAIL,special packages. fluffily final requests s
1122,912,15,1,8,14503,0,0,N,O,1997-02-02,1997-04-03,1997-02-22,TAKE BACK RETURN,RAIL,c foxes are along the slyly r
1122,1818,5,2,29,49874,0,0,N,O,1997-05-07,1997-04-07,1997-05-15,COLLECT COD,SHIP,ptotes. quickl
1122,1465,83,3,25,34162,0,0,N,O,1997-03-21,1997-03-03,1997-04-07,TAKE BACK RETURN,RAIL,"d furiously. pinto "
