Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
I have been using this,I have been using this product and my skin is grateful,Yes,2 years ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Multivitamin Thermafoliant,"I love this product, having discovered it a year ago at my esthetician's place of business, and wanted to continue to use it to freshen up my facial skin periodically. It goes on easily and smells delightful, then easy to wash off. It is a wonderful product, as are all Dermalogica products that I've used. Thank you. Mrs. King",Yes,2 years ago,Undisclosed,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
This product is like a,This product is like a microdermabrasion treatment. I use it in the shower and scrub my neck. The night serum works perfectly with the scrub. It can be VERY drying if you don't apply moisturizer after,Yes,2 years ago,Undisclosed,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I'm in Love!,"LOVE,LOVE, LOVE IT! This is a must have product! The heat on my skin is so soothing, the microgranules polish my face to where it feels as soft as a baby's bottom, and the aroma is so relaxing that I feel like I just got done at the spa. I love it so much that I want to use it night and day.",No,2 years ago,Undisclosed,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Skin texture improvement,Love that this can be used on damp or dry skin. I have been using it for about 6 weeks and I definitely have noticed an improvement in the texture of my skin. My makeup (when I wear it) goes on much more smoothly. This is an amazing product! And a little bit of it goes a long way.,Yes,2 years ago,Undisclosed,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
So Amazing,Skin feels smoother! Definitely recommend!,No,2 years ago,Florida,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I won't be without this product.,I use this product twice per week and notice my skin is smoother and in better condition than when not used.,Yes,2 years ago,"Hornell, NY",0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
It deserves all the 5 star ratings it's been given,Literally the best exfoliant. Warming is amazing. A permanent fave.,No,2 years ago,USA,2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Amaze-balls :),"It feels sooo good! Especially when it warms up while massaging it on your face! Smell isn't too strong, but that kind of stuff doesn't bother me. Great for once a week, makes my skin soft, smooth, and glassy.",Yes,2 years ago,"Boston, MA",2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Smoother skin!,This makes my skin look and feel SO smooth!,No,2 years ago,Murfreesboro,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
My new Holy Grail scrub!,"Dermalogica's products have always been a hit or miss for me but I'm glad to say that this product is one of the exceptions! Is the few seconds 'warming' sensation when you apply this a bit gimmicky? I used to think so at first, but as I've continued to use it, I'm starting to think this is the one quality that sets this one apart from so many other great exfoliators I've tried, heat helping to open up pores and all that. And of course the ingredients working in these open pores have to be the part too and these definitely are...Retinol, AHA's, BHA's and some good botanicals. The exfoliating granules are finely milled, the Licorice and Vitamin C (combined with the acids) give a fantastic brightening effect, and most importantly my skin feels perfectly smooth afterwards. I love how you're always in control with the amount of exfoliation, on dry skin it works most intensely, but add water if you wish to make it less intense, and the more water you add, the less it will be. Just over 1 minute of gently working this into my skin and I'm done, and I only use a small amount, you don't need lots as you do with so many other scrubs. I like the fragrance of this product and despite the oily consistency of it, I find it adds a bit of hydration into my skin which sometimes (being oily/combination) is just about all the hydration I need. There is a slight residue, but once I've towel dried my face it all but disappears. Pricey yes, but as I mentioned a little goes a long way, so be expecting this to last longer than you expected! -> My 'Ulta Beauty Top 7 must-have list' (My 7 favorite beauty products of all time, focusing mainly on my purchases at Ulta) < - < 1. Hair Loss Treatment: Divine Herbal Hair Oil < 2. Eye Cream: Clinique All about eyes < 3. Lip Gloss: Clarins Lip Comfort Oil < 4. Makeup Remover: Lancome Bi Facil < 5. Pigmentation + Anti-Aging Serum: Divine Herbal Facial Treatment Serum < 6. Eyeliner: Ulta Beauty Gel Eyeliner Pencil < 7. Moisturizer: 'Lush' – Enzymion",No,2 years ago,"Miami, FL",3,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Love it,I scrub it on in the shower after I wash/condition hair. I leave it on while I finish everything else and rinse right before I get out.,Yes,3 years ago,So Cal,3,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
AMAZING!!!,This is a life changer!! My skin feel so good and younger. I use twice a week. Love love love it!!!,Yes,3 years ago,New York,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Makes my skin so soft!,This is a great exfoliating product. My skin immediately feels softer after use. It is a bit of a harsher exfoliant though so use only a few times a week!,No,3 years ago,NJ,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I will need a monthly supply,"This is by far the best exfoliant I've ever tried. Leaves the skin smooth, soft and absolutely bright. It is a truly effective product. And very importantly, it is really quite gentle. I have been using it 3-4 times a week, and couldn't be more pleased.",Yes,3 years ago,Dearborn MI,2,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Will definitely order again,My skin feels clean and smooth after i wash. Smells good too,Yes,3 years ago,"Oakland, CA",0,2,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Not for sensitive skin,"I have eczema and very sensitive skin . After application of this mask my cheeks turned red. Sadly ,I will be returning",No,3 years ago,Virginia,2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I've been using this for years and I love it,I have normal to dry skin and this makes my face feel fresh and vibrant. It never makes my face feel dry. That is why I have been using it for about 6 years.,Yes,3 years ago,Delaware,2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Love this,Face feels so smooth after using.,Yes,3 years ago,PA,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Use it twice a week for spa feel.,You squeeze a small amount in the palm of your hand. It immediately feels warm as you rub your fingers together. Gently massage on your face and neck. Rinse. You have gently exfoliated off dead skin and feels great. 2 times a week,Yes,3 years ago,Kilgore TX,1,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
LOVE! Favorite exfoliator.,"I've been using this exfoliator for a number of years - I love it! I use it in the shower with a face cloth every day and it keeps my skin exfoliated nicely, but it's not harsh.",Yes,3 years ago,Long Beach CA,2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Polishing !,"This double acting exfoliant is amazing. Enzymes are awesome in their own way, but what stands out to me is the polished surface look you get with this.",No,3 years ago,Estero florida,2,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
The most amazing product I've ever used,I am obsessed with this product . My skin feels amazing after using. I use every day as I have extremely difficult skin. It becomes warm as you use on your face which feels awesome! After using skin feels renewed and rejuvenated.,Yes,3 years ago,"Long Island , New York",1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Amazing product!,All I can say is it really simple and easy to use and the result is great. My skin feels softer right away. Definitely add that into my skincare routine.,Yes,3 years ago,LA,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Best is Best,"There is really not much to say. Just need to buy it and try this product. Gentle yet effective exfoliant. And apposite of some of the other bad reviews about the smell, I love it. I love earthy, Bothanical smell of all the Dermalogica products. Dermalogica never dissappointed me!",No,3 years ago,"Sacramento, CA",3,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Worth the price!,I use this every other day to exfoliate my face! Does a great job!,Yes,3 years ago,"Frisco, TX",1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Amazing,"I've used Dermalogica's microfoliant for years and after reading reviews for the Thermafoliant decided to give it a try and I'm so glad I did. I love how smooth it made my skin feel, this is by far the best exfoliant I have ever used. It will be my go to exfoliant from now on. I think it would be great for any age, but in particular for anyone with mature skin.",No,3 years ago,Scottsdale,2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
have used this for 6 years,my skin looks smoother and clearer after each use. l use it lx or 2x a month,Yes,3 years ago,aeless,2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Can't get past the smell,"Really wanted to love this one... the scrub is great, but the smell is awful! Used it a few times as i tried to get used to it (so I didn't return it) but it's just so odd, especially as all the other products I use smell great!",No,3 years ago,DC,0,4,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Can't go without!,I love this product so much! Even though it's a scrub it releases natural oils and doesn't dry out my skin. It hydrates it. The warm feeling is pretty cool too. This has become a staple in my skincare routine.,No,3 years ago,Houston,2,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Love this product,Love this exfoliater. I have extremely dry skin and this gets all of the dead skin off.,Yes,3 years ago,New York,1,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Amazing,"This is amazing. I saw and felt results after only one use. Since it works so well, I think I will only have to use it around once a week. So a little will go a long way! I highly recommend this.",No,3 years ago,DC,1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I definitely will purchase again!,Love this exfoliating scrub. It actually becomes warm as you massage this onto your face. Leaves skin feeling clean and fresh!,Yes,3 years ago,"Toledo, Ohio",1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Yes I would buy it again,Once a week. Wish the initial warming effect would last a few minutes,Yes,3 years ago,Southport Nc,1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I buy this monthly!,Use in the morning in the shower for face and neck! Great start to the day!,Yes,3 years ago,Oregon,1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I have used this for years and my skin is still glowing!,"I use this daily. I have done this for over 15 years. Usually once a day. Because it is so good at polishing my skin there is no need for expensive procedures, injections, etc. Trust me - I tried some procedures and they are a waste of money! And because of this formula, my other skin products are exponentially more effective - it's a win, win! My skin is still glowing and fresh. And at 58 and I still get compliments daily - asking me how I keep my skin so gorgeous (and shocked when I tell people my age!). No joke!",Yes,3 years ago,"Seattle, WA",20,3,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I would buy this again,good product,Yes,4 years ago,quakertow pa,1,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
This product has truly changed my skin!,I use it about 3 times a week & my skin is looking so much more healthy! I want to try more dermalogica products now!!!,No,4 years ago,"Austin,TX",1,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Best,The best exfoliate i have ever use,No,4 years ago,CA LA,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I use this at least twice a week,I use this product at least 2x/week as an additional cleanser. I love the way it warms up on my skin and makes my face feel clean and look bright.,Yes,4 years ago,"Button, YX",0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Looking Fabulous at 50+,"I would have never discovered this product if it weren't for the free sample shared with me when I made a Dermalogica purchase. I was sold after my first usage, so when extra bonus points were being awarded for Dermalogica products, I scooped up my full size. Also, using my awarded points lessened the blow. To my wallet.",Yes,4 years ago,"Wilmington, Delaware",0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Didn't make a difference,"I've been using this product for awhile now, and it has not made a difference on my skin. Will not buy again.",No,4 years ago,"Downers Grove, IL",1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
A staple in my skin care regimen.,Great product,No,4 years ago,LOUISIANA,0,2,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Leaves face smoothing and refreshed!,I use it in the shower approx twice weekly after I use the Dermalogica special cleansing gel. I like the heating element when rubbing on your face. Leaves my face feeling smooth and refreshing!,Yes,4 years ago,"Gretna, LA",1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Love it!,I was introduced to this product recently when I had a facial. I loved it! It left my skin smooth and glowing.,No,4 years ago,"Sapulpa, ok",0,2,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Love,Best exfoliation,No,4 years ago,New York,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Great on many levels!,"I was chatting with an Ulta skincare consultant about the difficulty I have with my dry and eczema addled skin. I had to recently spend a few days in the freezing, dry, windy snowing Central NY area and when I returned to Florida, I could not get the flare-up on my face to calm down. Among the other items he suggested was this as an exfoliant. He tested it on the back of my hand and the results were amazing! I've been using it for a couple of weeks (every 3 days) and can already see an overall difference in my complexion. Not only did it help smooth out all the flaking, it has made a huge difference in the brightness of my skin. I have continued to use it on the backs of my hands and am pleased with the improvement they show. I only have to use about a pea-sized amount for face and the same for hands. No more ""old lady"" leather! I'm not normally a fan of the ""Premium"" lines, but this miracle-in-a-tube is worth every penny!",Yes,4 years ago,"Naples, FL",4,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
